image_id,label,area,eccentricity,solidity,perimeter,equivalent_diameter,mean_intensity,max_intensity,min_intensity
train_000,1,171.0,0.4764089986572842,0.9395604395604396,47.698484809834994,14.755472278097805,0.2989945411682129,0.346788614988327,0.13646666705608368
train_000,2,97.0,0.212624752177695,0.9797979797979798,33.798989873223334,11.11324596323283,0.28627756237983704,0.346788614988327,0.137032151222229
train_000,3,164.0,0.7028086049281539,0.9534883720930233,47.698484809834994,14.450303987687134,0.21310117840766907,0.33864784240722656,0.13674941658973694
train_000,4,115.0,0.7748627939367901,0.9349593495934959,40.04163056034261,12.100518486599809,0.2871614396572113,0.346788614988327,0.137032151222229
train_000,5,98.0,0.3315507238092276,0.98,33.55634918610404,11.170383851240114,0.2618291974067688,0.33976390957832336,0.1404031366109848
train_000,6,112.0,0.47408568198305573,0.9333333333333333,37.798989873223334,11.941642642883693,0.19750414788722992,0.25328078866004944,0.13646666705608368
train_000,7,285.0,0.7983391413419578,0.9193548387096774,67.11269837220809,19.04923279949934,0.26037636399269104,0.3437003791332245,0.14405685663223267
train_000,8,97.0,0.5836084416309685,0.9797979797979798,33.55634918610404,11.11324596323283,0.28060656785964966,0.346788614988327,0.13646666705608368
train_000,9,143.0,0.18038907991453695,0.9862068965517241,40.97056274847714,13.493452297211721,0.23704954981803894,0.30354705452919006,0.13646666705608368
